model,item,llm_judge_score,response_length,human_score
gemini-1.5-pro,item_111,4,314,
gemini-1.5-pro,item_112,5,323,
gemini-1.5-pro,item_113,5,337,
gemini-1.5-pro,item_114,5,306,4.0
gemini-1.5-pro,item_115,5,351,
gemini-1.5-pro,item_116,4,305,
gemini-1.5-pro,item_117,4,287,
gemini-1.5-pro,item_118,4,289,3.0
gemini-1.5-pro,item_119,2,276,3.0
gemini-1.5-pro,item_120,5,306,
gemini-1.5-pro,item_121,5,269,
gemini-1.5-pro,item_122,4,314,
gemini-1.5-pro,item_123,4,321,
gemini-1.5-pro,item_124,5,354,
gemini-1.5-pro,item_125,5,306,
gemini-1.5-pro,item_126,4,292,
gemini-1.5-pro,item_127,4,251,
gemini-1.5-pro,item_128,4,333,
gemini-1.5-pro,item_129,5,329,
gemini-1.5-pro,item_130,5,283,4.0
gemini-1.5-pro,item_131,4,320,
gemini-1.5-pro,item_132,5,357,
gemini-1.5-pro,item_133,4,299,
gemini-1.5-pro,item_134,5,319,
gemini-1.5-pro,item_135,4,303,
gemini-1.5-pro,item_136,5,310,
gemini-1.5-pro,item_137,4,310,
gemini-1.5-pro,item_138,4,257,
gemini-1.5-pro,item_139,4,266,
gemini-1.5-pro,item_140,5,352,4.0
gemini-1.5-pro,item_141,5,272,
gemini-1.5-pro,item_142,3,275,
gemini-1.5-pro,item_143,4,269,
gemini-1.5-pro,item_144,4,293,
gemini-1.5-pro,item_145,4,306,3.0
gemini-1.5-pro,item_146,5,249,
gemini-1.5-pro,item_147,5,254,4.0
gemini-1.5-pro,item_148,5,303,
gemini-1.5-pro,item_149,5,326,
gemini-1.5-pro,item_150,5,328,
gemini-1.5-pro,item_151,4,265,
gemini-1.5-pro,item_152,4,307,
gemini-1.5-pro,item_153,4,345,
gemini-1.5-pro,item_154,3,227,
gemini-1.5-pro,item_155,5,313,
gemini-1.5-pro,item_156,4,309,
gemini-1.5-pro,item_157,5,307,
gemini-1.5-pro,item_158,3,288,
gemini-1.5-pro,item_159,4,273,
gemini-1.5-pro,item_160,4,293,3.0
gemini-1.5-pro,item_161,3,324,
gemini-1.5-pro,item_162,5,311,
gemini-1.5-pro,item_163,4,282,
gemini-1.5-pro,item_164,4,316,
gemini-1.5-pro,item_165,5,310,
gemini-1.5-pro,item_166,5,321,3.0
gemini-1.5-pro,item_167,4,321,3.0
gemini-1.5-pro,item_168,5,308,
gemini-1.5-pro,item_169,3,285,
gemini-1.5-pro,item_170,4,276,
gemini-1.5-pro,item_171,3,285,
gemini-1.5-pro,item_172,5,288,4.0
gemini-1.5-pro,item_173,4,274,
gemini-1.5-pro,item_174,4,335,3.0
gemini-1.5-pro,item_175,5,275,
gemini-1.5-pro,item_176,5,291,4.0
gemini-1.5-pro,item_177,3,269,3.0
gemini-1.5-pro,item_178,4,291,
gemini-1.5-pro,item_179,4,289,
gemini-1.5-pro,item_180,5,296,
gemini-1.5-pro,item_181,5,291,
gemini-1.5-pro,item_182,4,310,
gemini-1.5-pro,item_183,4,335,
gemini-1.5-pro,item_184,4,336,
gemini-1.5-pro,item_185,3,300,
gemini-1.5-pro,item_186,4,297,
gemini-1.5-pro,item_187,5,334,
gemini-1.5-pro,item_188,4,271,
gemini-1.5-pro,item_189,4,299,
gemini-1.5-pro,item_190,4,282,
gemini-1.5-pro,item_191,4,269,
gemini-1.5-pro,item_192,5,276,
gemini-1.5-pro,item_193,4,249,
gemini-1.5-pro,item_194,5,298,4.0
gemini-1.5-pro,item_195,5,303,
gemini-1.5-pro,item_196,5,319,
gemini-1.5-pro,item_197,4,240,
gemini-1.5-pro,item_198,5,278,
gemini-1.5-pro,item_199,4,286,4.0
gemini-1.5-pro,item_200,4,290,
llama-2-70b,item_1,3,178,
llama-2-70b,item_2,3,97,
llama-2-70b,item_3,4,169,
llama-2-70b,item_4,4,150,4.0
llama-2-70b,item_5,4,138,
llama-2-70b,item_6,3,113,
llama-2-70b,item_7,2,170,
llama-2-70b,item_8,4,162,
llama-2-70b,item_9,5,124,
llama-2-70b,item_10,5,154,
llama-2-70b,item_11,4,128,
llama-2-70b,item_12,5,113,
llama-2-70b,item_13,4,166,
llama-2-70b,item_14,4,138,
llama-2-70b,item_15,4,141,
llama-2-70b,item_16,3,165,
llama-2-70b,item_17,5,144,4.0
llama-2-70b,item_18,4,148,
llama-2-70b,item_19,4,115,3.0
llama-2-70b,item_20,4,134,3.0
llama-2-70b,item_21,5,139,
llama-2-70b,item_22,4,116,
llama-2-70b,item_23,4,140,
llama-2-70b,item_24,4,131,
llama-2-70b,item_25,3,108,4.0
llama-2-70b,item_26,4,179,
llama-2-70b,item_27,5,163,
llama-2-70b,item_28,5,126,
llama-2-70b,item_29,4,140,
llama-2-70b,item_30,3,173,
llama-2-70b,item_31,4,150,
llama-2-70b,item_32,4,162,
llama-2-70b,item_33,4,124,
llama-2-70b,item_34,4,213,
llama-2-70b,item_35,4,124,4.0
llama-2-70b,item_36,5,162,
llama-2-70b,item_37,4,128,
llama-2-70b,item_38,4,191,
llama-2-70b,item_39,4,160,
llama-2-70b,item_40,4,172,
llama-2-70b,item_41,4,139,
llama-2-70b,item_42,5,154,4.0
llama-2-70b,item_43,5,162,5.0
llama-2-70b,item_44,4,142,5.0
llama-2-70b,item_45,3,109,
llama-2-70b,item_46,4,145,4.0
llama-2-70b,item_47,4,154,
llama-2-70b,item_48,4,164,4.0
llama-2-70b,item_49,4,119,
llama-2-70b,item_50,5,149,
llama-2-70b,item_51,3,94,4.0
llama-2-70b,item_52,5,163,
llama-2-70b,item_53,4,157,
llama-2-70b,item_54,4,145,4.0
llama-2-70b,item_55,4,115,
llama-2-70b,item_56,5,113,
llama-2-70b,item_57,4,182,4.0
llama-2-70b,item_58,3,128,
llama-2-70b,item_59,2,115,
llama-2-70b,item_60,3,111,
llama-2-70b,item_61,4,170,
llama-2-70b,item_62,3,149,
llama-2-70b,item_63,3,126,
llama-2-70b,item_64,5,182,
llama-2-70b,item_65,4,113,3.0
llama-2-70b,item_66,4,157,
llama-2-70b,item_67,4,173,
llama-2-70b,item_68,4,179,
llama-2-70b,item_69,5,174,
llama-2-70b,item_70,2,172,
llama-2-70b,item_71,3,129,
llama-2-70b,item_72,3,160,
llama-2-70b,item_73,3,115,
llama-2-70b,item_74,3,129,
llama-2-70b,item_75,4,146,3.0
llama-2-70b,item_76,4,122,
llama-2-70b,item_77,4,157,
llama-2-70b,item_78,4,126,
llama-2-70b,item_79,4,114,3.0
llama-2-70b,item_80,4,153,
llama-2-70b,item_81,5,121,
llama-2-70b,item_82,5,159,
llama-2-70b,item_83,4,158,4.0
llama-2-70b,item_84,4,149,
llama-2-70b,item_85,4,149,
llama-2-70b,item_86,4,125,
llama-2-70b,item_87,4,181,
llama-2-70b,item_88,4,117,
llama-2-70b,item_89,5,165,
llama-2-70b,item_90,4,159,
llama-2-70b,item_91,4,110,
llama-2-70b,item_92,4,138,
llama-2-70b,item_93,4,157,
llama-2-70b,item_94,3,147,
llama-2-70b,item_95,5,170,5.0
llama-2-70b,item_96,3,178,
llama-2-70b,item_97,4,97,
llama-2-70b,item_98,4,142,5.0
llama-2-70b,item_99,5,159,
llama-2-70b,item_100,5,154,
llama-2-70b,item_101,3,130,3.0
llama-2-70b,item_102,3,90,
llama-2-70b,item_103,4,127,4.0
llama-2-70b,item_104,4,158,
llama-2-70b,item_105,4,145,4.0
llama-2-70b,item_106,3,186,4.0
llama-2-70b,item_107,4,126,
llama-2-70b,item_108,4,123,
llama-2-70b,item_109,4,127,
llama-2-70b,item_110,3,174,
llama-2-70b,item_111,4,192,
llama-2-70b,item_112,3,125,
llama-2-70b,item_113,4,135,
llama-2-70b,item_114,4,172,5.0
llama-2-70b,item_115,4,148,
llama-2-70b,item_116,5,179,
llama-2-70b,item_117,3,168,
llama-2-70b,item_118,4,97,4.0
llama-2-70b,item_119,4,152,4.0
llama-2-70b,item_120,4,124,
llama-2-70b,item_121,5,142,
llama-2-70b,item_122,4,138,
llama-2-70b,item_123,4,134,
llama-2-70b,item_124,5,124,
llama-2-70b,item_125,5,131,
llama-2-70b,item_126,5,186,
llama-2-70b,item_127,3,116,
llama-2-70b,item_128,4,145,
llama-2-70b,item_129,4,189,
llama-2-70b,item_130,4,141,4.0
llama-2-70b,item_131,4,170,
llama-2-70b,item_132,3,201,
llama-2-70b,item_133,3,149,
llama-2-70b,item_134,5,153,
llama-2-70b,item_135,3,138,
llama-2-70b,item_136,4,178,
llama-2-70b,item_137,4,203,
llama-2-70b,item_138,4,82,
llama-2-70b,item_139,4,114,
llama-2-70b,item_140,4,122,5.0
llama-2-70b,item_141,4,161,
llama-2-70b,item_142,3,91,
llama-2-70b,item_143,5,190,
llama-2-70b,item_144,4,188,
llama-2-70b,item_145,4,165,4.0
llama-2-70b,item_146,4,201,
llama-2-70b,item_147,4,176,5.0
llama-2-70b,item_148,4,117,
llama-2-70b,item_149,5,160,
llama-2-70b,item_150,4,131,
llama-2-70b,item_151,5,133,
llama-2-70b,item_152,5,121,
llama-2-70b,item_153,3,146,
llama-2-70b,item_154,4,115,
llama-2-70b,item_155,5,137,
llama-2-70b,item_156,4,158,
llama-2-70b,item_157,4,181,
llama-2-70b,item_158,3,199,
llama-2-70b,item_159,4,118,
llama-2-70b,item_160,5,190,4.0
llama-2-70b,item_161,4,103,
llama-2-70b,item_162,5,171,
llama-2-70b,item_163,5,128,
llama-2-70b,item_164,4,199,
llama-2-70b,item_165,5,74,
llama-2-70b,item_166,4,179,4.0
llama-2-70b,item_167,4,200,4.0
llama-2-70b,item_168,4,114,
llama-2-70b,item_169,5,158,
llama-2-70b,item_170,3,107,
llama-2-70b,item_171,3,140,
llama-2-70b,item_172,5,145,5.0
llama-2-70b,item_173,4,157,
llama-2-70b,item_174,4,153,4.0
llama-2-70b,item_175,4,145,
llama-2-70b,item_176,3,153,3.0
llama-2-70b,item_177,3,155,4.0
llama-2-70b,item_178,4,181,
llama-2-70b,item_179,3,126,
llama-2-70b,item_180,4,145,
llama-2-70b,item_181,5,169,
llama-2-70b,item_182,4,184,
llama-2-70b,item_183,4,173,
llama-2-70b,item_184,3,181,
llama-2-70b,item_185,4,138,
llama-2-70b,item_186,5,147,
llama-2-70b,item_187,4,127,
llama-2-70b,item_188,4,126,
llama-2-70b,item_189,3,97,
llama-2-70b,item_190,4,119,
llama-2-70b,item_191,4,177,
llama-2-70b,item_192,5,168,
llama-2-70b,item_193,4,146,
llama-2-70b,item_194,4,149,4.0
llama-2-70b,item_195,5,151,
llama-2-70b,item_196,4,116,
llama-2-70b,item_197,5,167,
llama-2-70b,item_198,4,144,
llama-2-70b,item_199,4,127,4.0
llama-2-70b,item_200,4,172,
falcon-40b,item_1,4,151,
falcon-40b,item_2,3,146,
falcon-40b,item_3,4,158,
falcon-40b,item_4,3,150,3.0
falcon-40b,item_5,4,171,
falcon-40b,item_6,4,163,
falcon-40b,item_7,4,124,
falcon-40b,item_8,4,126,
falcon-40b,item_9,4,136,
falcon-40b,item_10,4,177,
falcon-40b,item_11,4,156,
falcon-40b,item_12,4,148,
falcon-40b,item_13,5,155,
falcon-40b,item_14,4,154,
falcon-40b,item_15,5,135,
falcon-40b,item_16,4,120,
falcon-40b,item_17,4,155,4.0
falcon-40b,item_18,5,159,
falcon-40b,item_19,4,148,4.0
falcon-40b,item_20,4,141,4.0
falcon-40b,item_21,4,151,
falcon-40b,item_22,4,127,
falcon-40b,item_23,4,120,
falcon-40b,item_24,3,172,
falcon-40b,item_25,4,151,5.0
falcon-40b,item_26,3,160,
falcon-40b,item_27,3,149,
falcon-40b,item_28,4,126,
falcon-40b,item_29,4,155,
falcon-40b,item_30,4,155,
falcon-40b,item_31,4,135,
falcon-40b,item_32,4,143,
falcon-40b,item_33,3,127,
falcon-40b,item_34,3,161,
falcon-40b,item_35,4,134,4.0
falcon-40b,item_36,3,134,
falcon-40b,item_37,3,107,
falcon-40b,item_38,3,131,
falcon-40b,item_39,5,133,
falcon-40b,item_40,4,181,
falcon-40b,item_41,4,114,
falcon-40b,item_42,3,132,3.0
falcon-40b,item_43,4,130,4.0
falcon-40b,item_44,3,121,5.0
falcon-40b,item_45,3,141,
falcon-40b,item_46,4,125,4.0
falcon-40b,item_47,5,168,
falcon-40b,item_48,4,146,3.0
falcon-40b,item_49,5,141,
falcon-40b,item_50,4,110,
falcon-40b,item_51,4,139,4.0
falcon-40b,item_52,4,124,
falcon-40b,item_53,4,96,
falcon-40b,item_54,3,119,4.0
falcon-40b,item_55,3,155,
falcon-40b,item_56,4,164,
falcon-40b,item_57,5,170,5.0
falcon-40b,item_58,3,159,
falcon-40b,item_59,3,159,
falcon-40b,item_60,3,158,
falcon-40b,item_61,4,190,
falcon-40b,item_62,5,160,
falcon-40b,item_63,4,173,
falcon-40b,item_64,4,163,
falcon-40b,item_65,3,153,3.0
falcon-40b,item_66,4,134,
falcon-40b,item_67,4,163,
falcon-40b,item_68,3,153,
falcon-40b,item_69,3,173,
falcon-40b,item_70,4,162,
falcon-40b,item_71,3,178,
falcon-40b,item_72,4,156,
falcon-40b,item_73,3,115,
falcon-40b,item_74,3,175,
falcon-40b,item_75,4,93,4.0
falcon-40b,item_76,4,177,
falcon-40b,item_77,4,143,
falcon-40b,item_78,4,173,
falcon-40b,item_79,4,114,4.0
falcon-40b,item_80,4,116,
falcon-40b,item_81,3,120,
falcon-40b,item_82,4,197,
falcon-40b,item_83,4,119,4.0
falcon-40b,item_84,4,119,
falcon-40b,item_85,5,158,
falcon-40b,item_86,4,105,
falcon-40b,item_87,4,166,
falcon-40b,item_88,5,147,
falcon-40b,item_89,4,127,
falcon-40b,item_90,5,178,
falcon-40b,item_91,5,172,
falcon-40b,item_92,4,154,
falcon-40b,item_93,3,92,
falcon-40b,item_94,4,127,
falcon-40b,item_95,4,163,3.0
falcon-40b,item_96,4,154,
falcon-40b,item_97,3,146,
falcon-40b,item_98,5,170,4.0
falcon-40b,item_99,4,108,
falcon-40b,item_100,5,126,
falcon-40b,item_101,4,134,5.0
falcon-40b,item_102,4,146,
falcon-40b,item_103,4,180,4.0
falcon-40b,item_104,5,157,
falcon-40b,item_105,3,97,3.0
falcon-40b,item_106,3,166,4.0
falcon-40b,item_107,3,111,
falcon-40b,item_108,4,118,
falcon-40b,item_109,3,103,
falcon-40b,item_110,4,131,
falcon-40b,item_111,4,163,
falcon-40b,item_112,5,157,
falcon-40b,item_113,4,127,
falcon-40b,item_114,4,137,5.0
falcon-40b,item_115,4,210,
falcon-40b,item_116,3,111,
falcon-40b,item_117,4,164,
falcon-40b,item_118,3,142,3.0
falcon-40b,item_119,3,133,4.0
falcon-40b,item_120,3,152,
falcon-40b,item_121,5,145,
falcon-40b,item_122,4,145,
falcon-40b,item_123,5,147,
falcon-40b,item_124,4,143,
falcon-40b,item_125,4,156,
falcon-40b,item_126,4,137,
falcon-40b,item_127,5,156,
falcon-40b,item_128,4,134,
falcon-40b,item_129,5,140,
falcon-40b,item_130,4,112,4.0
falcon-40b,item_131,5,176,
falcon-40b,item_132,4,155,
falcon-40b,item_133,5,146,
falcon-40b,item_134,4,146,
falcon-40b,item_135,4,134,
falcon-40b,item_136,4,156,
falcon-40b,item_137,4,149,
falcon-40b,item_138,4,134,
falcon-40b,item_139,4,132,
falcon-40b,item_140,5,171,5.0
falcon-40b,item_141,3,120,
falcon-40b,item_142,5,151,
falcon-40b,item_143,4,148,
falcon-40b,item_144,4,158,
falcon-40b,item_145,4,172,4.0
falcon-40b,item_146,4,158,
falcon-40b,item_147,3,136,3.0
falcon-40b,item_148,5,145,
falcon-40b,item_149,4,153,
falcon-40b,item_150,5,173,
falcon-40b,item_151,5,153,
falcon-40b,item_152,5,154,
falcon-40b,item_153,4,110,
falcon-40b,item_154,4,198,
falcon-40b,item_155,4,195,
falcon-40b,item_156,4,141,
falcon-40b,item_157,4,144,
falcon-40b,item_158,3,158,
falcon-40b,item_159,4,153,
falcon-40b,item_160,4,127,4.0
falcon-40b,item_161,4,137,
falcon-40b,item_162,4,222,
falcon-40b,item_163,4,164,
falcon-40b,item_164,3,136,
falcon-40b,item_165,5,133,
falcon-40b,item_166,4,98,3.0
falcon-40b,item_167,3,111,3.0
falcon-40b,item_168,5,126,
falcon-40b,item_169,4,165,
falcon-40b,item_170,3,122,
falcon-40b,item_171,4,125,
falcon-40b,item_172,4,109,4.0
falcon-40b,item_173,4,113,
falcon-40b,item_174,4,144,3.0
falcon-40b,item_175,4,163,
falcon-40b,item_176,4,165,4.0
falcon-40b,item_177,3,132,4.0
falcon-40b,item_178,4,148,
falcon-40b,item_179,3,151,
falcon-40b,item_180,4,173,
falcon-40b,item_181,4,164,
falcon-40b,item_182,3,134,
falcon-40b,item_183,3,109,
falcon-40b,item_184,3,146,
falcon-40b,item_185,4,207,
falcon-40b,item_186,3,113,
falcon-40b,item_187,4,147,
falcon-40b,item_188,4,136,
falcon-40b,item_189,4,177,
falcon-40b,item_190,4,92,
falcon-40b,item_191,5,118,
falcon-40b,item_192,5,104,
falcon-40b,item_193,4,139,
falcon-40b,item_194,4,105,4.0
falcon-40b,item_195,5,97,
falcon-40b,item_196,4,132,
falcon-40b,item_197,5,118,
falcon-40b,item_198,4,156,
falcon-40b,item_199,4,175,4.0
falcon-40b,item_200,5,144,
